seqnames	start	end	width	strand	gene_id	name	hid	p	fdr	count	effectsize	count.pred	count.density	count.pred.density	eligible	p.neg	fdr.neg
chr3	120908072	121424761	516690	+	9515	STXBP5L	6350	0.6	1	1	-1.6	3.04	2.4e-4	7.3e-4	4164	0.41	1
chr21	42199689	42297244	97556	+	9619	ABCG1	6431	0.6	1	3	-0.83	5.35	9.51e-4	0.0017	3155	0.47	1
chr19	34428352	34471251	42900	+	10054	UBA2	6804	0.6	1	1	-1.24	2.37	4.36e-4	0.00103	2293	0.48	1
chr6	30727709	30742732	15024	-	10211	FLOT1	6936	0.6	1	2	-0.73	3.31	0.001	0.00166	1995	0.53	1
chr15	52547045	52569883	22839	-	10776	ARPP19	7383	0.6	1	0	-Inf	0.72	0	0.00118	612	0.57	1
chr3	35638945	35794496	155552	+	10777	ARPP21	7384	0.6	1	2	-1.18	4.54	4.81e-4	0.00109	4156	0.42	1
chr5	138139766	138178986	39221	-	10902	BRD8	7477	0.6	1	3	-1.03	6.15	5.21e-4	0.00107	5760	0.42	1
chr9	133459965	133470848	10884	+	11094	CACFD1	7632	0.6	1	0	-Inf	1.22	0	0.00147	830	0.43	1
chr15	85380571	85749358	368788	+	11214	AKAP13	7731	0.6	1	15	-0.82	26.5	0.00145	0.00256	10365	0.41	1
chr22	42869768	43015149	145382	-	11252	PACSIN2	7760	0.6	1	3	-0.99	5.98	0.00145	0.00289	2065	0.43	1
chr5	95713522	95824383	110862	+	22836	RHOBTB3	7847	0.6	1	3	-1.08	6.35	7.89e-4	0.00167	3800	0.41	1
chr1	183929854	184037729	107876	-	23127	COLGALT2	8064	0.6	1	1	-0.95	1.93	4.55e-4	8.76e-4	2198	0.55	1
chr1	35557473	35567274	9802	+	23154	NCDN	8086	0.6	1	2	-0.82	3.52	6.38e-4	0.00112	3135	0.51	1
chr16	87406246	87493024	86779	-	23174	ZCCHC14	8104	0.6	1	3	-0.98	5.93	5.8e-4	0.00115	5174	0.44	1
chr1	155859567	155885199	25633	+	23208	SYT11	8133	0.6	1	1	-0.65	1.57	7.72e-4	0.00121	1296	0.61	1
chr1	224114111	224162047	47937	+	23219	FBXO28	8144	0.6	1	1	-0.75	1.68	8.81e-4	0.00148	1135	0.59	1
chr1	13892792	15118043	1225252	+	23254	KAZN	8174	0.6	1	1	-1.45	2.73	2.9e-4	7.9e-4	3454	0.44	1
chr9	130693721	130704894	11174	+	23404	EXOSC2	8290	0.6	1	1	-0.54	1.46	7.06e-4	0.00103	1417	0.64	1
chr6	125747664	125761269	13606	+	23493	HEY2	8350	0.6	1	0	-Inf	1.34	0	0.0013	1038	0.4	1
chr22	35738736	36028824	290089	-	23543	RBFOX2	8391	0.6	1	1	-1.16	2.23	4.6e-4	0.00103	2173	0.5	1
chr19	55262223	55280381	18159	-	23640	HSPBP1	8465	0.6	1	4	-0.98	7.87	0.00179	0.00353	2232	0.42	1
chr7	16461481	16530580	69100	-	25928	SOSTDC1	8656	0.6	1	0	-Inf	0.657	0	8.39e-4	783	0.59	1
chr10	73110375	73131828	21454	+	25961	NUDT13	8679	0.6	1	1	-0.64	1.56	7.16e-4	0.00112	1396	0.62	1
chr6	154154609	154356792	202184	-	26034	IPCEF1	8728	0.6	1	1	-0.87	1.82	5.31e-4	9.67e-4	1885	0.57	1
chr15	55538890	55588947	50058	-	26108	PYGO1	8779	0.6	1	1	-0.48	1.39	7.64e-4	0.00106	1309	0.65	1
chr3	9808086	9855138	47053	+	26140	TTLL3	8796	0.6	1	8	-0.85	14.4	9.42e-4	0.0017	8497	0.42	1
chr14	93184951	93209957	25007	+	26175	TMEM251	8816	0.6	1	1	-1.47	2.78	4.13e-4	0.00115	2420	0.43	1
chr12	116910950	117031148	120199	+	26259	FBXW8	8858	0.6	1	2	-0.79	3.47	0.00104	0.0018	1923	0.51	1
chrX	7842262	7844143	1882	+	26609	VCX	8949	0.6	1	0	-Inf	1.14	0	8.2e-4	1395	0.45	1
chr22	40346529	40410289	63761	+	27352	SGSM3	9238	0.6	1	8	-0.82	14.1	0.00128	0.00225	6248	0.43	1
chr3	49716844	49723951	7108	-	29925	GMPPB	9415	0.6	1	3	-0.82	5.29	8.72e-4	0.00154	3439	0.47	1
chr10	101825974	101843920	17947	-	30819	KCNIP2	9489	0.6	1	1	-0.9	1.87	7.58e-4	0.00141	1320	0.56	1
chr2	177623244	178108339	485096	-	50940	PDE11A	9581	0.6	1	1	-1.5	2.84	3.11e-4	8.82e-4	3217	0.43	1
chr1	1216908	1232067	15160	-	51150	SDF4	9711	0.6	1	2	-0.75	3.35	9.12e-4	0.00153	2194	0.52	1
chr2	96847990	96858016	10027	-	51239	ANKRD39	9774	0.6	1	1	-0.85	1.8	0.00181	0.00326	552	0.57	1
chr12	29337352	29381189	43838	-	51290	ERGIC2	9815	0.6	1	1	-0.61	1.52	5.39e-4	8.2e-4	1855	0.62	1
chr15	41848146	41894053	45908	-	51332	SPTBN5	9853	0.6	1	10	-0.86	18.2	9.07e-4	0.00165	11025	0.41	1
chr19	4174109	4182566	8458	-	51548	SIRT6	9974	0.6	1	2	-0.63	3.1	0.00102	0.00158	1962	0.55	1
chr3	10285666	10292947	7282	-	51738	GHRL	10076	0.6	1	0	-Inf	1.17	0	0.00169	692	0.44	1
chr14	60709539	60724351	14813	-	51804	SIX4	10099	0.6	1	2	-0.9	3.73	5.22e-4	9.74e-4	3829	0.49	1
chr11	616565	626078	9514	-	53841	CDHR5	10143	0.6	1	2	-1.09	4.26	7.21e-4	0.00154	2773	0.44	1
chr9	27284654	27297150	12497	-	54586	EQTN	10316	0.6	1	0	-Inf	1.17	0	0.00119	980	0.44	1
chr1	15756607	15786594	29988	+	54751	FBLIM1	10367	0.6	1	2	-0.88	3.69	8.29e-4	0.00153	2412	0.49	1
chr2	205993721	206086303	92583	-	54891	INO80D	10474	0.6	1	2	-0.73	3.32	5.08e-4	8.45e-4	3934	0.53	1
chr6	20534457	21232404	697948	+	54901	CDKAL1	10483	0.6	1	1	-0.77	1.71	5.72e-4	9.77e-4	1748	0.59	1
chr3	112561709	112585579	23871	+	55032	SLC35A5	10596	0.6	1	1	-1.24	2.36	5.76e-4	0.00136	1735	0.48	1
chr1	12230030	12512047	282018	+	55187	VPS13D	10718	0.6	1	8	-0.93	15.2	5.43e-4	0.00103	14743	0.4	1
chr19	11384341	11419342	35002	-	57139	RGL3	11543	0.6	1	3	-0.77	5.13	9.59e-4	0.00164	3129	0.49	1
chr3	128909866	129002690	92825	-	57501	KIAA1257	11685	0.6	1	3	-0.96	5.85	5.97e-4	0.00116	5029	0.44	1
chr6	104728094	104859919	131826	-	57531	HACE1	11709	0.6	1	1	-1.45	2.74	2.93e-4	8.02e-4	3413	0.44	1
chr1	237877864	237890922	13059	-	57829	ZP4	11891	0.6	1	0	-Inf	1.27	0	7.84e-4	1623	0.42	1
chr9	976655	991732	15078	+	58524	DMRT3	11943	0.6	1	1	-1.24	2.36	5.7e-4	0.00134	1755	0.49	1
chr6	89364616	89412273	47658	-	58528	RRAGD	11947	0.6	1	1	-1.48	2.79	7.17e-4	0.002	1394	0.43	1
chr20	3146519	3159865	13347	-	60493	FASTKD5	12007	0.6	1	2	-0.87	3.66	8.71e-4	0.0016	2295	0.49	1
chr1	15456728	15472091	15364	+	63036	CELA2A	12039	0.6	1	0	-Inf	0.931	0	0.00115	810	0.5	1
chr14	23047062	23057538	10477	-	64403	CDH24	12212	0.6	1	2	-1.12	4.35	7.4e-4	0.00161	2704	0.44	1
chr14	104689606	104722535	32930	+	64423	INF2	12225	0.6	1	6	-0.86	10.9	0.00137	0.00249	4385	0.43	1
chr3	39141855	39154562	12708	-	64651	CSRNP1	12253	0.6	1	2	-0.7	3.26	0.00113	0.00184	1770	0.53	1
chr5	34998101	35048135	50035	-	64902	AGXT2	12345	0.6	1	0	-Inf	1.2	0	7.79e-4	1545	0.43	1
chr6	157381133	157678157	297025	+	79683	ZDHHC14	12712	0.6	1	2	-0.86	3.63	0.00093000000000000005	0.00169	2150	0.5	1
chr15	49858238	50182817	324580	-	79895	ATP8B4	12882	0.6	1	2	-0.78	3.44	4.7e-4	8.09e-4	4251	0.51	1
chr3	133928148	133929812	1665	-	80111	C3orf36	12996	0.6	1	0	-Inf	0.373	0	7.5e-4	498	0.72	1
chr3	196946356	196969060	22705	-	80235	PIGZ	13068	0.6	1	1	-1.29	2.45	5.11e-4	0.00125	1956	0.47	1
chr8	144529179	144605816	76638	-	80728	ARHGAP39	13141	0.6	1	2	-1.25	4.76	5.98e-4	0.00142	3345	0.41	1
chr14	53036745	53153282	116538	-	80821	DDHD1	13173	0.6	1	2	-0.76	3.4	5.79e-4	9.84e-4	3452	0.52	1
chr5	148383935	148442836	58902	+	81545	FBXO38	13240	0.6	1	2	-0.99	3.96	4.91e-4	9.72e-4	4077	0.47	1
chr15	65578753	65611289	32537	-	81556	INTS14	13247	0.6	1	2	-0.63	3.1	6.74e-4	0.00104	2969	0.55	1
chr7	100463359	100479232	15874	-	81628	TSC22D4	13287	0.6	1	3	-0.85	5.4	0.00101	0.00183	2961	0.47	1
chr9	131523801	131531264	7464	-	83549	UCK1	13383	0.6	1	0	-Inf	1.26	0	0.00107	1178	0.42	1
chr22	30291990	30327046	35057	-	83874	TBC1D10A	13472	0.6	1	2	-0.66	3.15	0.001	0.00158	1995	0.54	1
chr22	29073078	29168333	95256	+	83999	KREMEN1	13524	0.6	1	1	-0.86	1.81	5.02e-4	9.08e-4	1992	0.57	1
chr1	228208063	228378876	170814	+	84033	OBSCN	13527	0.6	1	17	-0.84	30.4	5.26e-4	9.42e-4	32327	0.41	1
chr13	30202630	30307551	104922	-	84056	KATNAL1	13530	0.6	1	1	-1.44	2.71	5.76e-4	0.00156	1737	0.44	1
chr19	12666802	12675832	9031	+	84292	WDR83	13679	0.6	1	4	-0.77	6.8	0.00193	0.00328	2075	0.47	1
chr2	106063246	106078155	14910	+	84417	ECRG4	13728	0.6	1	0	-Inf	0.71	0	0.00103	687	0.57	1
chr5	181254417	181261118	6702	-	84851	TRIM52	13923	0.6	1	1	-0.49	1.4	0.00112	0.00157	894	0.65	1
chr17	41167231	41168221	991	-	85290	KRTAP4-3	14058	0.6	1	0	-Inf	0.69	0	0.00117	588	0.58	1
chr14	20457719	20461612	3894	-	90809	PIP4P1	14288	0.6	1	2	-0.99	3.96	0.00151	0.003	1321	0.47	1
chr17	75874164	75878581	4418	-	91107	TRIM47	14314	0.6	1	2	-1.21	4.64	6.78e-4	0.00157	2951	0.41	1
chr17	34961540	34963777	2238	+	91603	ZNF830	14362	0.6	1	1	-0.5	1.41	6.94e-4	9.81e-4	1440	0.65	1
chr22	50545899	50551023	5125	+	113730	KLHDC7B	14672	0.6	1	6	-0.93	11.4	0.00109	0.00208	5493	0.41	1
chr22	37180166	37199385	19220	-	114904	C1QTNF6	14758	0.6	1	2	-0.77	3.42	0.00222	0.0038	899	0.52	1
chr1	157794403	157820120	25718	-	115350	FCRL1	14790	0.6	1	4	-1.08	8.45	0.00288	0.00608	1391	0.4	1
chr6	132769370	132813339	43970	-	116843	SLC18B1	14887	0.6	1	1	-1.11	2.17	6.55e-4	0.00142	1527	0.51	1
chr11	4998983	4999930	948	+	119682	OR51L1	14978	0.6	1	0	-Inf	0.711	0	7.5e-4	948	0.57	1
chr11	4803433	4804380	948	-	119695	OR52R1	14982	0.6	1	0	-Inf	0.711	0	7.5e-4	948	0.57	1
chr14	102501767	102509799	8033	-	122416	ANKRD9	15055	0.6	1	2	-0.65	3.15	9.76e-4	0.00154	2049	0.54	1
chr15	78507564	78537372	29809	+	123688	HYKK	15098	0.6	1	1	-0.5	1.42	7.3e-4	0.00103	1370	0.65	1
chr19	3538261	3573851	35591	-	126321	MFSD12	15224	0.6	1	3	-0.97	5.89	7.22e-4	0.00142	4156	0.44	1
chr1	84999147	85133138	133992	+	126820	WDR63	15256	0.6	1	3	-0.91	5.65	6.15e-4	0.00116	4879	0.45	1
chr1	217631324	217871696	240373	+	128153	SPATA17	15313	0.6	1	0	-Inf	0.844	0	7.75e-4	1089	0.53	1
chr20	52972358	53495330	522973	+	128553	TSHZ2	15341	0.6	1	3	-1.1	6.43	4.28e-4	9.18e-4	7008	0.41	1
chr20	1516759	1557705	40947	-	128646	SIRPD	15345	0.6	1	1	-1.08	2.11	8.44e-4	0.00178	1185	0.52	1
chr9	72051376	72072721	21346	-	138240	C9orf57	15598	0.6	1	0	-Inf	0.636	0	8.54e-4	745	0.6	1
chr20	45747944	45791932	43989	-	140686	WFDC3	15685	0.6	1	0	-Inf	0.882	0	0.00116	759	0.51	1
chrX	91434595	91438584	3990	+	140886	PABPC5	15735	0.6	1	0	-Inf	1.29	0	7.17e-4	1806	0.41	1
chr15	43358172	43370062	11891	-	146050	ZSCAN29	15873	0.6	1	2	-1.01	4.03	4.66e-4	9.38e-4	4293	0.46	1
chr19	11131520	11155808	24289	-	147841	SPC24	15981	0.6	1	2	-0.62	3.07	9.78e-4	0.0015	2044	0.55	1
chr2	28457145	28644142	186998	+	151056	PLB1	16166	0.6	1	3	-0.82	5.31	5.93e-4	0.00105	5057	0.47	1
chr3	167478684	167653983	175300	-	151790	WDR49	16209	0.6	1	1	-1.61	3.06	2.54e-4	7.78e-4	3938	0.4	1
chr5	95391366	95450454	59089	+	153643	FAM81B	16287	0.6	1	1	-0.52	1.44	5.22e-4	7.5e-4	1916	0.64	1
chr5	146084313	146105577	21265	-	153770	PLAC8L1	16295	0.6	1	0	-Inf	0.426	0	7.91e-4	539	0.69	1
chr6	73362658	73364171	1514	+	154288	KHDC3L	16311	0.6	1	0	-Inf	0.709	0	0.00108	654	0.57	1
chrX	134769566	134797232	27667	-	159090	FAM122B	16434	0.6	1	0	-Inf	0.84	0	8.97e-4	936	0.53	1
chr4	165016458	165041749	25292	+	166655	TRIM60	16598	0.6	1	1	-0.66	1.58	5.92e-4	9.38e-4	1688	0.61	1
chr13	99606669	99897134	290466	+	171425	CLYBL	16704	0.6	1	1	-0.56	1.47	6.48e-4	9.55e-4	1543	0.63	1
chr3	114276913	114310288	33376	+	201633	TIGIT	16887	0.6	1	1	-0.83	1.77	6.88e-4	0.00122	1453	0.58	1
chr11	62686406	62689530	3125	-	221091	LRRN4CL	17101	0.6	1	1	-0.46	1.38	0.00139	0.00192	717	0.65	1
chr7	19144782	19145421	640	-	222894	FERD3L	17207	0.6	1	0	-Inf	0.393	0	7.84e-4	501	0.71	1
chr17	35854946	35868891	13946	-	256957	HEATR9	17439	0.6	1	1	-1.32	2.5	4.46e-4	0.00111	2243	0.47	1
chr22	23688136	23699176	11041	+	266747	RGL4	17512	0.6	1	2	-0.74	3.35	7.36e-4	0.00123	2719	0.52	1
chr14	74852871	74863834	10964	-	283571	PROX2	17655	0.6	1	2	-1.17	4.49	7.52e-4	0.00169	2661	0.42	1
chr1	51102221	51148086	45866	+	284546	C1orf185	17849	0.6	1	0	-Inf	0.759	0	8.53e-4	890	0.55	1
chr3	121987323	122022247	34925	-	286676	ILDR1	18123	0.6	1	1	-1.51	2.85	6.02e-4	0.00172	1661	0.43	1
chr14	70453541	70483775	30235	-	317760	ADAM20P1	18143	0.6	1	1	-0.76	1.7	4.61e-4	7.83e-4	2169	0.59	1
chr1	190097658	190477864	380207	-	339479	BRINP3	18290	0.6	1	1	-0.8	1.74	4.11e-4	7.17e-4	2432	0.58	1
chr7	7356203	7535873	179671	-	340267	COL28A1	18368	0.6	1	2	-0.81	3.51	5.15e-4	9.02e-4	3886	0.51	1
chr17	61590421	61591219	799	-	342538	NACA2	18448	0.6	1	0	-Inf	0.581	0	8.97e-4	648	0.62	1
chr5	168529305	168530634	1330	+	345630	FBLL1	18528	0.6	1	0	-Inf	0.824	0	8.2e-4	1005	0.53	1
chrX	3006613	3033571	26959	+	347527	ARSH	18566	0.6	1	0	-Inf	1.31	0	7.76e-4	1689	0.41	1
chr10	116324448	116380029	55582	+	374355	CCDC172	18695	0.6	1	0	-Inf	0.557	0	7.17e-4	777	0.63	1
chr19	36888124	36916291	28168	-	374899	ZNF829	18730	0.6	1	1	-0.71	1.64	5.33e-4	8.74e-4	1875	0.6	1
chr3	196639694	196662004	22311	+	375387	NRROS	18764	0.6	1	2	-0.68	3.2	9.62e-4	0.00154	2079	0.54	1
chr9	129612225	129620776	8552	-	375759	C9orf50	18783	0.6	1	1	-0.52	1.44	7.15e-4	0.00103	1398	0.64	1
chr9	137459952	137550402	90451	-	375775	PNPLA7	18784	0.6	1	3	-1.07	6.29	7.21e-4	0.00151	4159	0.42	1
chr9	137224635	137226315	1681	+	375791	CYSRT1	18786	0.6	1	1	-1.32	2.5	0.00101	0.00252	990	0.47	1
chr11	65170154	65173244	3091	+	387778	SPDYC	18888	0.6	1	1	-0.66	1.58	0.00113	0.00179	882	0.61	1
chr2	208165343	208190030	24688	-	389073	C2orf80	19031	0.6	1	0	-Inf	0.947	0	8.34e-4	1135	0.5	1
chr11	5389377	5390434	1058	+	390059	OR51M1	19124	0.6	1	0	-Inf	0.735	0	7.5e-4	981	0.56	1
chr10	73909969	73922777	12809	-	414236	C10orf55	19810	0.6	1	1	-1.56	2.94	5.23e-4	0.00154	1912	0.42	1
chr6	29111560	29112884	1325	+	442186	OR2J3	20081	0.6	1	0	-Inf	0.702	0	7.5e-4	936	0.57	1
chr18	49477250	49487252	10003	-	497661	C18orf32	20204	0.6	1	0	-Inf	0.462	0	0.00112	411	0.68	1
chr2	158166650	158236169	69520	+	554201	CCDC148-AS1	20245	0.6	1	0	-Inf	0.493	0	9.39e-4	525	0.66	1
chr16	22437008	22514137	77130	+	641298	SMG1P1	20420	0.6	1	0	-Inf	0.145	0	7.5e-4	194	0.87	1
chr10	88724544	88752756	28213	+	643414	LIPK	20516	0.6	1	0	-Inf	1.12	0	9.31e-4	1200	0.45	1
chr17	49845910	49848837	2928	+	729220	FLJ45513	21344	0.6	1	0	-Inf	0.383	0	9.82e-4	390	0.72	1
chr3	10285754	10294903	9150	+	100126793	GHRLOS	21698	0.6	1	0	-Inf	1.17	0	0.00169	692	0.44	1
chr22	25102433	25112692	10260	-	100128531	KIAA1671-AS1	21746	0.6	1	0	-Inf	0.244	0	8.58e-4	285	0.8	1
chr1	93592199	93605573	13375	+	100129046	BCAR3-AS1	21782	0.6	1	0	-Inf	0.173	0	0.00134	129	0.85	1
chr21	30289145	30289514	370	-	100131902	KRTAP25-1	21988	0.6	1	0	-Inf	0.221	0	7.17e-4	309	0.82	1
chr4	9210657	9212249	1593	+	100287144	USP17L10	22174	0.6	1	1	-1.25	2.39	3.14e-4	7.49e-4	3183	0.48	1
chr11	73307235	73309361	2127	-	100287837	LOC100287837	22211	0.6	1	1	-0.67	1.59	0.00138	0.0022	723	0.61	1
chr7	102364162	102380633	16472	+	100289561	LOC100289561	22278	0.6	1	0	-Inf	0.175	0	0.00515	34	0.85	1
chr19	10403458	10403538	81	-	100302213	MIR1181	22378	0.6	1	0	-Inf	0.0424	0	0.00193	22	0.96	1
chr2	188995630	188995692	63	+	100500837	MIR3606	22768	0.6	1	0	-Inf	7.17e-4	0	7.17e-4	1	1	1
chr14	95876392	95925571	49180	+	100507043	TUNAR	23178	0.6	1	0	-Inf	0.126	0	8.58e-4	147	0.89	1
chr8	6835535	6873441	37907	+	100652791	GS1-24F4.2	23808	0.6	1	0	-Inf	0.179	0	0.00123	146	0.85	1
chr2	19990209	20004795	14587	+	101928222	LOC101928222	24915	0.6	1	0	-Inf	0.743	0	0.00111	671	0.56	1
chr1	160932465	160949922	17458	+	101928372	LOC101928372	24963	0.6	1	0	-Inf	0.33	0	0.00129	257	0.75	1
chr13	44110451	44240517	130067	+	101929212	SMIM2-AS1	25242	0.6	1	0	-Inf	0.496	0	9.67e-4	513	0.66	1
chr17	49361150	49476988	115839	+	102724596	LOC102724596	26033	0.6	1	2	-1.06	4.18	0.00155	0.00325	1288	0.45	1
chr11	125570284	125592568	22285	-	105369550	STT3A-AS1	26271	0.6	1	1	-0.49	1.4	6.4e-4	8.97e-4	1563	0.65	1
chr17	404468	414023	9556	-	105371430	LOC105371430	26378	0.6	1	1	-0.74	1.67	5.63e-4	9.38e-4	1776	0.6	1
chr8	143758153	143771870	13718	-	105375800	LOC105375800	26589	0.6	1	0	-Inf	0.226	0	0.00112	201	0.81	1
chr21	39380332	39515506	135175	+	106865373	WRB-SH3BGR	26821	0.6	1	4	-0.9	7.47	6.11e-4	0.00114	6545	0.44	1
chr6	13264861	13328544	63684	-	107080638	TBC1D7-LOC100130357	26823	0.6	1	3	-1.07	6.31	0.00105	0.0022	2864	0.42	1
chr16	18358086	18401940	43855	-	110006322	PKD1P5-LOC105376752	26965	0.6	1	0	-Inf	1.35	0	7.17e-4	1886	0.4	1
chr19	54803535	54814516	10982	+	112268354	LOC112268354	27028	0.6	1	0	-Inf	1.17	0	7.5e-4	1562	0.44	1
chr17	35578046	35726413	148368	+	163	AP2B1	117	0.61	1	2	-0.98	3.94	5.26e-4	0.00103	3805	0.47	1
chr17	6996049	7010754	14706	+	239	ALOX12	168	0.61	1	1	-1.52	2.87	4.48e-4	0.00129	2230	0.42	1
chr2	232378724	232382889	4166	+	250	ALPP	177	0.61	1	1	-1.18	2.26	6.22e-4	0.00141	1608	0.5	1
chr5	112707498	112846239	138742	+	324	APC	227	0.61	1	8	-0.91	15.1	6.3e-4	0.00119	12692	0.41	1
chr1	111448864	111462773	13910	+	515	ATP5PB	360	0.61	1	0	-Inf	1.25	0	0.00141	886	0.42	1
chr7	134744252	134970729	226478	+	800	CALD1	565	0.61	1	1	-1.53	2.89	2.89e-4	8.35e-4	3464	0.42	1
chr11	118338954	118342744	3791	-	915	CD3D	648	0.61	1	0	-Inf	1.17	0	0.002	584	0.44	1
chrX	136648193	136660390	12198	+	959	CD40LG	686	0.61	1	0	-Inf	1.21	0	0.00154	786	0.43	1
chr1	239386565	239915452	528888	+	1131	CHRM3	813	0.61	1	1	-0.66	1.58	4.76e-4	7.5e-4	2102	0.61	1
chr15	74608372	74645414	37043	+	1198	CLK3	860	0.61	1	3	-1.08	6.36	6.16e-4	0.00131	4872	0.41	1
chr10	99782640	99852594	69955	+	1244	ABCC2	881	0.61	1	2	-1.22	4.66	4.12e-4	9.59e-4	4858	0.41	1
chr9	34551432	34590140	38709	-	1271	CNTFR	895	0.61	1	1	-0.85	1.8	8.94e-4	0.00161	1119	0.57	1
chr1	207645113	207738416	93304	+	1379	CR1L	970	0.61	1	1	-0.99	1.99	5.48e-4	0.00109	1826	0.54	1
chr4	1211448	1249953	38506	-	1487	CTBP1	1056	0.61	1	2	-1.11	4.32	6.66e-4	0.00144	3004	0.44	1
chr15	51208057	51338601	130545	-	1588	CYP19A1	1126	0.61	1	1	-1.28	2.43	3.7e-4	8.99e-4	2702	0.48	1
chr3	16586792	16670306	83515	-	1618	DAZL	1151	0.61	1	0	-Inf	1.39	0	0.0013	1068	0.4	1
chr9	119153458	119369435	215978	-	1620	BRINP1	1152	0.61	1	1	-0.88	1.84	3.9e-4	7.17e-4	2564	0.56	1
chr18	34493290	34891844	398555	+	1837	DTNA	1299	0.61	1	1	-1.51	2.86	2.64e-4	7.54e-4	3791	0.43	1
chr17	42700275	42745049	44775	-	2145	EZH1	1503	0.61	1	2	-1.21	4.63	6.94e-4	0.00161	2881	0.42	1
chr10	121478334	121598458	120125	-	2263	FGFR2	1596	0.61	1	1	-1.57	2.97	2.55e-4	7.57e-4	3920	0.41	1
chr2	27496839	27523684	26846	+	2646	GCKR	1772	0.61	1	1	-1.08	2.12	4.4e-4	9.32e-4	2274	0.52	1
chr5	151822513	151924842	102330	-	2741	GLRA1	1837	0.61	1	0	-Inf	1.44	0	8.34e-4	1723	0.39	1
chr14	81175452	81221377	45926	-	2957	GTF2A1	2008	0.61	1	1	-0.95	1.94	8.38e-4	0.00162	1194	0.55	1
chr16	153892	166764	12873	+	3042	HBM	2076	0.61	1	0	-Inf	1.05	0	0.00126	833	0.47	1
chr4	39698109	39782792	84684	+	3093	UBE2K	2115	0.61	1	0	-Inf	0.795	0	0.00114	700	0.54	1
chr1	26472440	26476642	4203	+	3151	HMGN2	2157	0.61	1	0	-Inf	0.336	0	0.00123	273	0.74	1
chr7	27162438	27175180	12743	-	3205	HOXA9	2198	0.61	1	3	-0.85	5.41	9.77e-4	0.00176	3072	0.47	1
chr16	30472719	30523185	50467	+	3683	ITGAL	2482	0.61	1	7	-0.92	13.3	0.00153	0.00291	4569	0.41	1
chr3	52794768	52809009	14242	+	3699	ITIH3	2497	0.61	1	2	-0.84	3.59	6.61e-4	0.00119	3024	0.5	1
chr17	41582279	41586895	4617	-	3861	KRT14	2628	0.61	1	1	-0.61	1.52	7.05e-4	0.00107	1419	0.62	1
chr8	88032011	88328025	296015	-	4325	MMP16	2946	0.61	1	1	-0.61	1.53	4.86e-4	7.42e-4	2058	0.62	1
chr2	15940550	15947007	6458	+	4613	MYCN	3041	0.61	1	0	-Inf	1.16	0	7.5e-4	1552	0.44	1
chr3	46835111	46882172	47062	-	4634	MYL3	3058	0.61	1	0	-Inf	0.793	0	0.00133	597	0.54	1
chr17	47200446	47223679	23234	+	4635	MYL4	3059	0.61	1	1	-0.72	1.64	0.00101	0.00165	995	0.6	1
chr1	11845709	11848345	2637	-	4878	NPPA	3237	0.61	1	0	-Inf	1.23	0	0.00161	765	0.43	1
chr11	72002864	72080693	77830	-	4926	NUMA1	3275	0.61	1	15	-0.87	27.4	0.00105	0.00192	14278	0.4	1
chr16	89644435	89657721	13287	-	5119	CHMP1A	3403	0.61	1	1	-0.54	1.46	9.39e-4	0.00137	1065	0.64	1
chr7	56080283	56092996	12714	-	5260	PHKG1	3510	0.61	1	0	-Inf	1.39	0	9.82e-4	1412	0.4	1
chr6	2887270	2903309	16040	-	5272	SERPINB9	3520	0.61	1	3	-0.84	5.36	0.00265	0.00474	1131	0.47	1
chr2	208359714	208494506	134793	+	5746	PTH2R	3891	0.61	1	1	-0.59	1.51	5.57e-4	8.4e-4	1796	0.63	1
chr12	7188685	7218574	29890	+	5830	PEX5	3946	0.61	1	2	-0.86	3.64	5.78e-4	0.00105	3459	0.49	1
chr3	24687919	25597932	910014	+	5915	RARB	4006	0.61	1	0	-Inf	1.33	0	7.97e-4	1673	0.41	1
chr10	93591687	93601744	10058	-	5950	RBP4	4033	0.61	1	0	-Inf	0.774	0	9.48e-4	816	0.55	1
chr22	29438583	29442455	3873	+	5988	RFPL1	4061	0.61	1	0	-Inf	1.19	0	0.00125	954	0.44	1
chr4	2462220	2515857	53638	+	6047	RNF4	4103	0.61	1	2	-0.81	3.5	9.56e-4	0.00167	2091	0.51	1
chr6	117288300	117425855	137556	-	6098	ROS1	4126	0.61	1	3	-0.9	5.6	3.9e-4	7.29e-4	7688	0.45	1
chr14	49618530	49620626	2097	-	6166	RPL36AL	4168	0.61	1	0	-Inf	0.703	0	0.00219	321	0.57	1
chr1	237042184	237833988	791805	+	6262	RYR2	4235	0.61	1	7	-0.98	13.8	3.83e-4	7.56e-4	18276	0.4	1
chr3	181711925	181714436	2512	+	6657	SOX2	4558	0.61	1	0	-Inf	1.02	0	0.00107	954	0.48	1
chr4	69810780	69860145	49366	-	6783	SULT1E1	4658	0.61	1	0	-Inf	0.764	0	7.84e-4	974	0.55	1
chr12	53500921	53506431	5511	+	6895	TARBP2	4741	0.61	1	1	-1.46	2.76	4.66e-4	0.00129	2145	0.44	1
chr6	169740109	169751587	11479	-	6991	TCTE3	4792	0.61	1	0	-Inf	0.651	0	0.00109	597	0.59	1
chr11	118925164	118958559	33396	+	7379	UPK2	5072	0.61	1	0	-Inf	1.03	0	0.0018600000000000001	555	0.47	1
